age,job,marital,education,balance,housing,loan,y
29,entrepreneur,single,tertiary,1028,no,no,no
43,technician,married,secondary,473,yes,no,no
62,self-employed,married,tertiary,3685,no,no,no
52,retired,married,secondary,411,yes,no,no
44,entrepreneur,married,tertiary,3850,no,no,no
27,unemployed,single,tertiary,127,no,no,no
39,management,divorced,tertiary,30,no,yes,no
42,blue-collar,married,primary,-97,yes,no,no
54,unemployed,married,primary,541,yes,no,no
26,blue-collar,single,secondary,2353,no,no,no
28,admin.,married,secondary,642,yes,no,no
37,unemployed,married,secondary,80,no,no,no
47,blue-collar,married,secondary,-346,yes,yes,no
59,unknown,married,primary,282,no,no,no
37,services,single,secondary,1050,yes,no,no
26,student,single,secondary,119,no,no,no
34,technician,single,tertiary,586,yes,no,no
41,management,divorced,tertiary,0,no,no,no
30,entrepreneur,single,secondary,732,no,no,yes
28,technician,single,secondary,525,no,no,no
36,services,married,secondary,1177,yes,yes,no
37,services,divorced,secondary,1472,yes,no,no
40,management,married,tertiary,1308,no,no,yes
34,technician,single,tertiary,651,no,no,no
32,management,married,tertiary,272,yes,no,no
58,technician,married,secondary,629,yes,no,no
59,management,single,tertiary,705,no,no,no
34,technician,married,tertiary,823,no,no,no
33,admin.,single,secondary,901,no,no,no
59,admin.,married,secondary,1089,no,no,no
48,technician,married,tertiary,2,no,no,no
58,self-employed,married,secondary,0,yes,no,no
49,admin.,single,secondary,780,no,no,no
40,unemployed,married,primary,-78,no,no,no
56,management,married,tertiary,2366,yes,yes,no
54,management,married,tertiary,1460,no,yes,no
29,technician,married,secondary,655,yes,no,no
36,technician,married,secondary,58,no,no,no
42,admin.,single,secondary,400,yes,no,no
33,unemployed,single,tertiary,14889,yes,no,no
48,management,single,tertiary,460,yes,no,no
58,management,single,tertiary,1387,yes,no,no
32,services,divorced,secondary,41,yes,no,no
42,technician,married,tertiary,725,yes,yes,no
53,blue-collar,married,secondary,483,yes,no,no
56,unemployed,divorced,primary,802,no,no,no
60,retired,single,tertiary,305,yes,no,no
57,technician,married,secondary,192,no,no,no
44,blue-collar,divorced,unknown,284,no,no,no
43,services,married,secondary,-45,yes,yes,no
28,blue-collar,single,secondary,67,no,no,no
56,blue-collar,married,primary,284,no,yes,no
49,blue-collar,married,secondary,298,yes,no,no
41,management,divorced,tertiary,-78,yes,no,no
30,housemaid,married,tertiary,113,yes,yes,no
27,admin.,married,secondary,16,yes,no,no
59,technician,married,secondary,1866,no,no,no
50,technician,married,secondary,103,yes,no,no
47,unemployed,married,secondary,3188,yes,no,no
30,technician,single,secondary,62,yes,no,no
57,technician,married,unknown,2610,no,no,no
33,management,single,tertiary,191,no,yes,no
45,management,married,tertiary,1199,no,no,no
40,management,divorced,tertiary,502,yes,no,no
51,retired,single,secondary,5885,no,no,no
55,unemployed,divorced,primary,-53,no,no,no
31,management,married,tertiary,777,yes,no,no
46,technician,divorced,secondary,1547,yes,no,no
28,technician,single,secondary,2000,no,no,no
53,blue-collar,married,primary,-211,yes,yes,no
33,blue-collar,married,secondary,640,yes,no,no
41,technician,single,tertiary,-89,yes,no,no
26,blue-collar,single,secondary,4751,no,no,no
26,management,single,tertiary,1837,no,no,no
46,blue-collar,married,secondary,4007,no,no,no
55,blue-collar,married,primary,781,yes,no,no
54,admin.,single,secondary,1178,yes,no,no
55,management,single,tertiary,-350,no,no,no
30,management,single,tertiary,179,no,no,no
45,technician,married,secondary,366,no,yes,no
57,management,married,tertiary,113,no,no,no
36,blue-collar,married,secondary,3578,yes,no,no
41,management,divorced,tertiary,236,no,no,no
26,technician,single,tertiary,822,no,no,no
32,technician,single,tertiary,47,yes,no,no
58,entrepreneur,single,tertiary,6162,no,yes,no
59,management,married,tertiary,5956,no,no,no
58,admin.,married,secondary,1142,no,no,no
31,management,married,tertiary,302,yes,yes,no
33,technician,single,tertiary,461,yes,no,no
56,management,married,secondary,145,no,no,no
48,admin.,married,secondary,2088,no,yes,no
52,entrepreneur,married,secondary,330,no,yes,no
57,management,married,secondary,82,no,yes,no
59,retired,married,tertiary,941,no,yes,no
52,admin.,divorced,secondary,774,no,no,no
33,technician,single,secondary,647,yes,yes,no
29,blue-collar,single,secondary,336,yes,no,no
52,blue-collar,married,primary,768,no,no,no
50,management,married,tertiary,207,yes,no,no
41,unemployed,married,secondary,2423,yes,no,no
51,technician,divorced,unknown,1328,yes,no,no
60,technician,married,primary,4243,yes,no,no
30,student,single,secondary,96,no,no,no
54,management,married,tertiary,195,no,yes,no
36,technician,single,secondary,1855,yes,no,no
59,unemployed,single,secondary,865,no,no,no
44,self-employed,married,primary,414,yes,no,no
38,entrepreneur,married,secondary,351,yes,no,no
40,technician,divorced,tertiary,1082,no,no,no
45,self-employed,divorced,tertiary,75,yes,yes,no
30,management,single,tertiary,1028,no,no,yes
40,services,married,secondary,1674,yes,yes,no
37,blue-collar,divorced,secondary,0,yes,yes,no
43,unemployed,single,primary,264,no,no,no
42,unemployed,divorced,primary,148,yes,no,no
52,admin.,married,primary,2281,yes,yes,no
43,admin.,married,tertiary,1317,yes,no,no
54,admin.,single,secondary,15,yes,no,no
32,unemployed,single,secondary,104,no,no,no
32,unemployed,single,secondary,5670,no,no,no
30,unemployed,married,tertiary,1067,no,no,no
27,technician,single,secondary,-437,no,no,no
53,technician,married,secondary,757,no,no,no
46,admin.,divorced,secondary,1342,yes,no,no
45,blue-collar,married,primary,305,yes,no,no
38,admin.,divorced,secondary,308,yes,no,no
38,management,single,tertiary,175,yes,yes,no
38,self-employed,married,secondary,581,yes,no,no
35,student,single,tertiary,7,yes,no,no
42,self-employed,married,secondary,240,yes,no,no
31,blue-collar,married,secondary,1005,no,no,no
39,services,married,secondary,105,no,no,no
47,blue-collar,married,secondary,243,yes,no,no
35,management,single,tertiary,134,no,no,no
36,blue-collar,married,tertiary,-534,yes,no,no
56,blue-collar,married,primary,115,no,no,no
28,blue-collar,married,secondary,127,yes,yes,no
38,admin.,single,secondary,221,yes,no,no
36,blue-collar,married,secondary,0,no,no,no
58,unemployed,married,primary,4967,no,no,no
43,admin.,married,secondary,0,yes,no,no
41,blue-collar,married,primary,201,yes,no,no
43,admin.,married,primary,392,yes,yes,no
55,management,married,primary,384,no,no,no
33,technician,married,secondary,0,yes,no,no
28,self-employed,married,tertiary,0,yes,no,yes
33,technician,divorced,secondary,464,no,no,no
36,blue-collar,single,secondary,376,yes,yes,no
46,blue-collar,married,secondary,345,yes,yes,no
38,services,married,secondary,53,no,no,no
32,unemployed,single,tertiary,1974,no,no,no
40,unemployed,married,primary,69,no,yes,no
45,blue-collar,married,secondary,28,no,yes,no
41,self-employed,married,tertiary,-195,yes,yes,no
32,management,single,tertiary,2059,no,no,no
52,management,married,tertiary,-970,yes,no,yes
55,blue-collar,married,primary,3957,no,yes,no
44,entrepreneur,married,tertiary,5156,yes,no,no
33,technician,married,secondary,0,yes,yes,no
31,blue-collar,single,secondary,25,no,no,no
43,services,single,secondary,370,yes,no,no
59,management,divorced,tertiary,0,no,no,no
60,management,married,unknown,0,no,no,no
40,self-employed,single,unknown,109,yes,no,no
46,blue-collar,divorced,primary,-17,no,yes,no
48,self-employed,married,secondary,1559,no,no,no
37,admin.,divorced,secondary,496,no,no,no
53,self-employed,single,unknown,289,no,no,no
40,retired,married,primary,658,yes,no,no
38,unemployed,single,secondary,2470,yes,no,no
37,services,single,secondary,2,yes,no,no
40,services,married,secondary,293,no,no,no
30,admin.,single,tertiary,305,no,no,yes
37,services,married,secondary,895,yes,yes,no
33,services,married,secondary,0,no,no,no
51,technician,married,secondary,2,yes,yes,no
59,unemployed,married,secondary,4497,yes,no,no
48,management,divorced,unknown,343,no,no,no
34,management,married,tertiary,4831,yes,no,no
34,services,single,secondary,1921,yes,no,no
36,blue-collar,married,secondary,1055,yes,no,no
56,technician,married,primary,284,no,no,no
29,management,married,tertiary,1713,yes,no,no
32,unemployed,married,tertiary,0,no,no,no
39,technician,married,unknown,931,yes,no,no
32,technician,single,tertiary,1246,yes,no,yes
45,blue-collar,divorced,secondary,1951,yes,no,no
28,technician,single,secondary,34,yes,no,no
48,management,married,secondary,438,no,no,no
52,technician,divorced,secondary,643,yes,no,no
37,management,married,tertiary,0,yes,no,no
34,management,married,tertiary,73,no,no,yes
43,unemployed,married,secondary,553,no,no,no
52,management,married,tertiary,732,no,no,no
47,entrepreneur,divorced,tertiary,178,no,no,no
31,unemployed,single,primary,406,no,no,yes
57,retired,married,primary,-464,yes,no,no
30,services,single,tertiary,1,no,no,no
32,technician,married,secondary,4,no,no,no
39,admin.,divorced,secondary,512,no,no,no
32,management,single,tertiary,1431,no,no,no
30,unemployed,single,secondary,1058,no,no,no
36,services,married,secondary,372,no,no,no
37,management,single,secondary,655,no,yes,no
31,technician,married,secondary,119,yes,no,no
51,management,married,tertiary,371,no,no,no
39,management,divorced,tertiary,-980,yes,no,no
57,admin.,married,secondary,4391,no,no,yes
58,retired,single,secondary,1640,no,yes,no
31,self-employed,married,tertiary,168,no,no,yes
30,technician,single,tertiary,405,yes,no,no
33,blue-collar,married,secondary,19,yes,no,no
40,blue-collar,married,unknown,1181,yes,no,yes
30,blue-collar,single,primary,-10,no,yes,no
36,student,single,unknown,449,no,no,no
28,services,single,secondary,0,no,no,no
29,management,married,tertiary,1441,yes,no,yes
38,entrepreneur,married,tertiary,227,yes,no,no
39,technician,single,secondary,935,no,no,no
48,blue-collar,married,secondary,320,yes,yes,no
43,self-employed,divorced,secondary,1187,yes,no,no
47,management,married,tertiary,274,no,yes,no
31,entrepreneur,single,tertiary,1957,no,no,no
39,management,married,tertiary,606,no,no,no
32,services,single,secondary,746,no,no,no
51,technician,married,secondary,536,yes,yes,no
43,technician,married,secondary,4056,no,no,no
48,self-employed,married,tertiary,1223,yes,no,no
75,retired,divorced,primary,3881,yes,no,yes
53,management,married,tertiary,20772,no,no,no
37,services,single,secondary,342,yes,no,no
26,services,married,secondary,44,yes,yes,no
30,blue-collar,single,secondary,5,yes,no,no
35,services,single,primary,739,yes,no,no
30,management,single,secondary,0,no,no,no
29,technician,divorced,secondary,328,yes,yes,no
43,management,married,tertiary,-194,no,no,no
38,management,married,tertiary,0,yes,no,no
31,technician,single,tertiary,454,no,no,no
52,blue-collar,married,secondary,2338,yes,no,no
34,services,married,secondary,4962,yes,yes,no
39,blue-collar,married,primary,33,yes,no,no
42,admin.,single,secondary,30,yes,no,no
37,unemployed,married,tertiary,594,yes,no,no
58,management,married,tertiary,2142,yes,no,no
27,technician,single,tertiary,931,yes,no,yes
53,blue-collar,married,secondary,1103,yes,yes,no
27,blue-collar,married,secondary,77,yes,no,no
52,management,divorced,tertiary,0,no,no,no
34,housemaid,married,primary,0,yes,no,no
39,admin.,divorced,secondary,43,yes,no,no
46,blue-collar,married,secondary,182,no,no,no
33,blue-collar,married,primary,158,yes,no,no
26,student,single,secondary,334,no,no,no
39,technician,single,secondary,-168,no,no,no
32,technician,married,secondary,6172,yes,no,no
59,self-employed,married,tertiary,185,no,no,no
52,self-employed,married,secondary,371,yes,no,no
32,admin.,single,secondary,678,yes,no,yes
36,technician,married,tertiary,98,no,no,no
34,services,single,tertiary,49,yes,no,no
31,management,married,tertiary,141,yes,no,yes
34,blue-collar,single,secondary,783,yes,no,no
42,unemployed,married,primary,75,yes,no,no
47,technician,married,secondary,-75,yes,no,no
56,management,divorced,tertiary,2189,no,no,no
41,blue-collar,divorced,primary,548,yes,yes,no
38,blue-collar,married,secondary,814,yes,no,no
52,blue-collar,divorced,primary,528,no,no,no
45,entrepreneur,married,secondary,242,no,yes,no
35,self-employed,married,tertiary,7990,yes,no,no
60,retired,married,secondary,6132,no,no,no
32,blue-collar,single,primary,354,no,no,no
59,unemployed,married,secondary,729,no,no,no
45,management,divorced,primary,274,no,yes,no
33,technician,married,secondary,575,no,yes,no
32,management,married,tertiary,322,no,no,no
33,unemployed,single,tertiary,3805,yes,no,no
33,services,married,tertiary,597,no,no,no
47,management,single,tertiary,-230,no,no,no
43,blue-collar,married,primary,223,yes,no,no
46,unemployed,single,tertiary,705,no,no,no
32,technician,married,secondary,767,yes,yes,no
27,self-employed,single,tertiary,451,no,no,no
56,unemployed,married,primary,122,no,no,no
42,management,married,tertiary,0,yes,no,no
30,blue-collar,married,secondary,364,yes,yes,no
28,management,single,tertiary,637,yes,no,no
60,blue-collar,married,secondary,414,no,no,no
54,retired,divorced,secondary,-200,no,yes,no
45,blue-collar,married,secondary,1778,yes,no,no
46,technician,married,secondary,388,no,no,no
39,management,married,secondary,794,yes,no,no
33,management,single,secondary,1473,no,no,no
33,technician,divorced,secondary,3,no,no,no
45,admin.,married,secondary,985,yes,no,no
37,management,married,secondary,2442,no,no,no
41,self-employed,single,tertiary,-94,yes,no,yes
38,technician,married,secondary,1442,yes,no,no
31,technician,single,tertiary,665,yes,no,no
38,admin.,single,secondary,-213,yes,yes,no
51,unemployed,single,tertiary,1594,no,no,no
37,unemployed,married,primary,236,yes,no,no
39,admin.,single,secondary,223,no,no,no
32,entrepreneur,married,tertiary,1496,no,no,no
43,services,divorced,secondary,372,yes,yes,no
28,admin.,married,secondary,358,no,no,no
22,admin.,single,tertiary,897,yes,no,yes
60,unemployed,divorced,secondary,385,yes,no,no
31,unemployed,single,secondary,1214,no,no,yes
24,admin.,single,secondary,99,no,no,no
37,services,single,secondary,1045,no,no,no
34,admin.,married,secondary,1651,no,no,no
28,admin.,married,secondary,568,yes,no,no
54,management,married,tertiary,7249,yes,yes,no
35,blue-collar,single,secondary,341,no,yes,no
41,unemployed,married,tertiary,28,yes,no,no
37,blue-collar,married,primary,175,yes,yes,no
41,blue-collar,married,unknown,402,yes,no,no
46,management,single,tertiary,2044,no,no,no
29,unemployed,married,primary,639,no,yes,no
33,management,single,tertiary,641,yes,no,no
48,blue-collar,married,secondary,7408,no,yes,no
34,technician,married,secondary,272,yes,no,no
69,retired,married,primary,324,no,no,yes
29,services,single,secondary,2559,no,no,no
60,retired,divorced,primary,2516,no,no,no
49,management,married,tertiary,20,yes,no,no
50,admin.,single,secondary,167,no,yes,no
40,self-employed,married,tertiary,1498,no,no,no
28,management,single,tertiary,6817,yes,no,no
30,self-employed,married,tertiary,2666,no,no,yes
51,blue-collar,married,primary,362,yes,no,no
36,admin.,single,secondary,0,no,no,no
30,management,single,tertiary,222,no,yes,no
39,blue-collar,single,secondary,383,yes,yes,no
51,housemaid,married,primary,618,yes,yes,no
43,admin.,single,secondary,6,no,no,no
38,self-employed,single,tertiary,973,no,no,no
31,entrepreneur,single,unknown,301,yes,no,no
42,admin.,married,secondary,1133,yes,no,no
27,technician,single,secondary,911,no,no,no
33,unemployed,single,secondary,237,yes,no,no
39,unemployed,married,primary,590,yes,no,no
32,blue-collar,married,secondary,557,yes,yes,no
49,blue-collar,divorced,secondary,10613,no,yes,yes
37,unemployed,single,tertiary,1032,no,no,no
34,entrepreneur,married,unknown,98,no,yes,no
29,management,single,tertiary,697,no,no,yes
31,management,married,tertiary,2937,yes,no,no
